Current_Capacity,Rated_Capacity,Current_Voltage,Min_Voltage,Max_Voltage,Charge_Energy,Discharge_Energy,Voltage_Drop,Current,Initial_Voltage,Final_Voltage,Time_Days,SoH,SoC,CE,IR,SDR,BHI
12.58,22.5,223.89,180,240,491.44,128.02,0.09,15.6,237.77,233.03,10,55.91,73.15,26.05,0.0058,0.2,42.18
19.08,22.5,237.19,180,240,485.23,305.2,0.13,26.71,236.95,236.59,23,84.8,95.32,62.9,0.0049,0.01,65.56
21.85,22.5,237.07,180,240,432.46,147.51,0.07,53.9,239.05,236.44,4,97.11,95.12,34.11,0.0013,0.27,64.66
13.25,22.5,226.46,180,240,228.67,199.63,0.04,54.36,236.88,233.62,16,58.89,77.43,87.3,0.0007,0.09,56.49
18.39,22.5,192.99,180,240,146.43,139.31,0.13,31.92,233.87,229.0,11,81.73,21.65,95.14,0.0041,0.19,56.03
14.17,22.5,191.41,180,240,283.52,204.88,0.06,37.06,236.14,231.41,19,62.98,19.02,72.26,0.0016,0.11,43.44
18.49,22.5,203.62,180,240,310.22,207.7,0.09,51.75,232.08,229.04,22,82.18,39.37,66.95,0.0017,0.06,54.13
12.06,22.5,182.72,180,240,159.84,110.69,0.03,88.36,230.23,228.64,11,53.6,4.53,69.25,0.0003,0.06,36.19
17.38,22.5,206.18,180,240,266.2,245.38,0.08,87.33,233.09,230.43,13,77.24,43.63,92.18,0.0009,0.09,58.05
19.22,22.5,182.43,180,240,120.54,104.65,0.13,69.87,233.72,229.69,24,85.42,4.05,86.82,0.0019,0.07,52.33
12.44,22.5,227.83,180,240,481.23,104.09,0.08,53.88,231.46,227.12,3,55.29,79.72,21.63,0.0015,0.63,42.32
19.68,22.5,194.11,180,240,451.35,277.34,0.12,18.09,233.1,230.96,10,87.47,23.52,61.45,0.0066,0.09,51.97
20.62,22.5,201.98,180,240,401.85,221.43,0.16,97.86,232.4,228.09,2,91.64,36.63,55.1,0.0016,0.93,54.91
12.15,22.5,233.87,180,240,259.69,197.35,0.05,84.15,231.8,229.86,21,54.0,89.78,75.99,0.0006,0.04,54.75
14.93,22.5,229.63,180,240,407.59,172.26,0.01,20.63,238.77,234.59,15,66.36,82.72,42.26,0.0005,0.12,51.53
15.56,22.5,189.11,180,240,171.86,141.53,0.09,24.07,232.92,230.26,6,69.16,15.18,82.35,0.0037,0.19,47.15
11.29,22.5,235.04,180,240,221.94,111.44,0.14,86.81,236.32,235.04,6,50.18,91.73,50.21,0.0016,0.09,48.45
21.92,22.5,214.42,180,240,303.13,267.29,0.17,57.0,239.27,238.94,2,97.42,57.37,88.18,0.003,0.07,68.07
17.85,22.5,199.78,180,240,312.92,100.11,0.05,78.96,236.61,235.77,10,79.33,32.97,31.99,0.0006,0.04,44.72
12.85,22.5,231.35,180,240,143.67,121.66,0.13,52.55,232.78,230.75,18,57.11,85.58,84.68,0.0025,0.05,56.89
13.8,22.5,193.15,180,240,445.05,406.27,0.06,47.85,238.35,234.49,23,61.33,21.92,91.29,0.0013,0.07,47.17
18.07,22.5,202.01,180,240,189.63,153.2,0.18,49.33,233.03,231.67,11,80.31,36.68,80.79,0.0036,0.05,55.61
20.74,22.5,197.6,180,240,361.94,91.31,0.13,74.55,233.69,232.61,7,92.18,29.33,25.23,0.0017,0.07,47.78
21.56,22.5,225.71,180,240,232.39,156.66,0.08,22.26,233.57,229.12,17,95.82,76.18,67.41,0.0036,0.11,67.03
19.12,22.5,187.71,180,240,493.96,331.71,0.11,44.4,238.99,237.76,13,84.98,12.85,67.15,0.0025,0.04,49.99
17.11,22.5,201.37,180,240,216.29,124.72,0.09,89.8,237.34,234.0,11,76.04,35.62,57.66,0.001,0.13,49.06
11.27,22.5,200.43,180,240,425.28,214.03,0.12,28.43,239.16,234.54,9,50.09,34.05,50.33,0.0042,0.21,36.89
11.96,22.5,232.4,180,240,327.43,175.29,0.03,95.21,235.3,233.88,20,53.16,87.33,53.54,0.0003,0.03,49.43
12.12,22.5,215.96,180,240,193.16,109.88,0.18,20.29,236.01,234.0,4,53.87,59.93,56.89,0.0089,0.21,44.89
22.31,22.5,198.23,180,240,229.49,227.95,0.04,78.45,239.36,236.8,4,99.16,30.38,99.33,0.0005,0.27,65.58
12.67,22.5,200.7,180,240,369.26,158.72,0.01,40.47,234.53,231.69,4,56.31,34.5,42.98,0.0002,0.3,37.99
11.95,22.5,208.19,180,240,206.54,199.96,0.08,19.01,230.41,229.08,7,53.11,46.98,96.81,0.0042,0.08,49.99
21.6,22.5,214.49,180,240,468.01,98.01,0.08,12.05,232.72,228.41,14,96.0,57.48,20.94,0.0066,0.13,54.07
21.18,22.5,229.47,180,240,134.61,92.23,0.16,53.73,237.6,236.54,15,94.13,82.45,68.52,0.003,0.03,67.84
19.23,22.5,205.31,180,240,270.59,255.09,0.12,73.57,234.17,233.04,28,85.47,42.18,94.27,0.0016,0.02,61.48
14.0,22.5,223.27,180,240,243.84,209.51,0.04,42.58,234.64,232.52,18,62.22,72.12,85.92,0.0009,0.05,56.49
15.82,22.5,228.5,180,240,338.05,221.39,0.19,58.24,235.15,234.93,16,70.31,80.83,65.49,0.0033,0.01,57.39
16.5,22.5,231.89,180,240,137.52,117.57,0.07,44.8,235.71,233.31,4,73.33,86.48,85.49,0.0016,0.25,63.7
20.63,22.5,189.95,180,240,121.26,87.91,0.06,35.41,236.71,235.61,1,91.69,16.58,72.5,0.0017,0.46,54.45
14.19,22.5,194.35,180,240,453.83,369.39,0.02,84.94,230.37,229.1,19,63.07,23.92,81.39,0.0002,0.03,46.29
18.28,22.5,217.37,180,240,158.85,122.87,0.08,49.83,235.24,234.59,29,81.24,62.28,77.35,0.0016,0.01,60.42
21.17,22.5,234.21,180,240,363.72,287.84,0.02,64.41,236.89,236.78,22,94.09,90.35,79.14,0.0003,0.0,71.53
12.55,22.5,192.01,180,240,120.81,97.88,0.16,62.74,236.06,235.05,10,55.78,20.02,81.02,0.0026,0.04,42.52
14.79,22.5,227.25,180,240,280.42,103.44,0.08,31.01,231.01,230.45,14,65.73,78.75,36.89,0.0026,0.02,49.42
20.08,22.5,193.78,180,240,489.15,114.57,0.02,63.6,237.23,232.43,29,89.24,22.97,23.42,0.0003,0.07,44.97
18.7,22.5,207.15,180,240,460.01,344.26,0.19,19.44,230.41,225.54,16,83.11,45.25,74.84,0.0098,0.13,57.25
19.27,22.5,218.74,180,240,174.09,99.4,0.06,26.11,236.57,231.6,10,85.64,64.57,57.1,0.0023,0.21,58.57
21.08,22.5,224.96,180,240,443.25,138.78,0.14,97.76,236.12,235.25,14,93.69,74.93,31.31,0.0014,0.03,58.72
12.74,22.5,225.94,180,240,427.58,123.41,0.2,98.7,239.37,236.88,29,56.62,76.57,28.86,0.002,0.04,43.73
14.58,22.5,201.29,180,240,383.98,134.3,0.03,44.82,234.59,231.44,5,64.8,35.48,34.98,0.0007,0.27,39.98
18.46,22.5,183.76,180,240,485.9,89.18,0.12,79.87,237.88,237.7,11,82.04,6.27,18.35,0.0015,0.01,37.74
19.44,22.5,221.03,180,240,262.34,200.64,0.19,32.31,232.46,231.52,12,86.4,68.38,76.48,0.0059,0.03,63.53
18.94,22.5,186.08,180,240,153.18,90.22,0.02,58.72,237.94,234.88,23,84.18,10.13,58.9,0.0003,0.06,47.47
16.22,22.5,197.56,180,240,335.42,114.99,0.12,15.05,236.07,233.41,29,72.09,29.27,34.28,0.008,0.04,41.54
21.85,22.5,216.56,180,240,413.17,304.15,0.1,74.66,238.24,237.11,18,97.11,60.93,73.61,0.0013,0.03,65.75
15.77,22.5,210.7,180,240,404.96,131.14,0.16,16.33,234.83,231.12,7,70.09,51.17,32.38,0.0098,0.23,44.72
20.93,22.5,209.43,180,240,372.62,105.06,0.04,46.39,234.95,230.12,4,93.02,49.05,28.19,0.0009,0.51,52.6
21.01,22.5,189.7,180,240,352.59,331.67,0.14,27.61,231.52,230.25,22,93.38,16.17,94.07,0.0051,0.02,59.4
20.58,22.5,218.73,180,240,245.68,162.95,0.18,66.84,233.98,233.37,13,91.47,64.55,66.33,0.0027,0.02,62.76
14.87,22.5,195.42,180,240,342.83,294.99,0.03,34.82,232.05,228.06,13,66.09,25.7,86.05,0.0009,0.13,48.77
11.58,22.5,235.86,180,240,479.65,459.33,0.19,83.37,236.85,232.63,3,51.47,93.1,95.76,0.0023,0.59,58.3
19.77,22.5,197.33,180,240,205.68,118.08,0.12,88.84,238.31,238.01,29,87.87,28.88,57.41,0.0014,0.0,52.41
11.83,22.5,187.15,180,240,177.27,161.49,0.02,36.88,230.1,226.62,16,52.58,11.92,91.1,0.0005,0.09,41.63
18.51,22.5,202.46,180,240,183.31,154.42,0.16,22.47,234.87,233.62,19,82.27,37.43,84.24,0.0071,0.03,57.24
22.19,22.5,191.41,180,240,149.17,89.6,0.05,57.56,239.75,236.8,22,98.62,19.02,60.07,0.0009,0.06,55.26
18.27,22.5,202.61,180,240,131.08,100.49,0.12,35.84,238.48,237.72,26,81.2,37.68,76.66,0.0033,0.01,55.35
14.25,22.5,203.46,180,240,197.96,108.68,0.12,52.38,236.67,231.89,5,63.33,39.1,54.9,0.0023,0.4,44.09
17.13,22.5,210.54,180,240,226.47,201.6,0.11,39.9,239.47,235.24,4,76.13,50.9,89.02,0.0028,0.44,58.39
18.3,22.5,233.97,180,240,121.83,103.69,0.18,35.85,231.55,229.79,11,81.33,89.95,85.11,0.005,0.07,67.54
15.83,22.5,234.38,180,240,402.75,396.75,0.16,50.37,235.31,230.81,13,70.36,90.63,98.51,0.0032,0.15,65.96
14.12,22.5,206.14,180,240,306.53,101.91,0.15,19.84,234.05,230.02,10,62.76,43.57,33.25,0.0076,0.17,40.45
18.18,22.5,239.84,180,240,216.8,166.29,0.01,64.39,234.47,231.81,29,80.8,99.73,76.7,0.0002,0.04,67.6
22.33,22.5,210.14,180,240,480.43,282.23,0.1,50.42,233.35,230.68,9,99.24,50.23,58.75,0.002,0.13,61.48
17.13,22.5,197.49,180,240,228.5,82.25,0.15,73.97,236.54,232.15,6,76.13,29.15,36.0,0.002,0.31,43.45
22.3,22.5,198.71,180,240,174.51,118.12,0.1,90.58,235.6,234.13,1,99.11,31.18,67.69,0.0011,0.62,59.36
13.29,22.5,201.16,180,240,232.42,134.25,0.02,35.11,232.95,228.62,26,59.07,35.27,57.76,0.0006,0.07,42.23
16.53,22.5,225.12,180,240,244.11,118.64,0.19,83.94,236.38,235.69,23,73.47,75.2,48.6,0.0023,0.01,54.15
14.92,22.5,183.02,180,240,261.73,258.82,0.04,57.49,230.09,229.47,28,66.31,5.03,98.89,0.0007,0.01,47.31
21.79,22.5,233.65,180,240,123.04,87.28,0.15,72.0,231.33,228.81,12,96.84,89.42,70.94,0.0021,0.09,70.8
19.95,22.5,186.22,180,240,461.12,180.81,0.04,63.03,231.75,228.35,6,88.67,10.37,39.21,0.0006,0.24,45.36
21.76,22.5,202.07,180,240,374.41,257.42,0.11,90.14,230.03,228.61,13,96.71,36.78,68.75,0.0012,0.05,59.78
12.67,22.5,209.67,180,240,293.94,154.86,0.16,18.96,232.05,232.03,14,56.31,49.45,52.68,0.0084,0.0,42.95
15.36,22.5,188.33,180,240,375.88,221.73,0.07,52.1,232.1,227.47,15,68.27,13.88,58.99,0.0013,0.13,41.87
12.55,22.5,195.0,180,240,426.65,241.3,0.18,81.02,232.87,228.64,17,55.78,25.0,56.56,0.0022,0.11,38.61
11.66,22.5,216.51,180,240,236.7,131.62,0.14,86.51,233.22,231.59,2,51.82,60.85,55.61,0.0016,0.35,43.98
17.82,22.5,182.29,180,240,450.98,190.11,0.2,95.88,239.41,235.35,2,79.2,3.82,42.15,0.0021,0.85,40.79
17.24,22.5,193.46,180,240,203.87,155.68,0.02,97.25,239.19,237.28,24,76.62,22.43,76.36,0.0002,0.03,50.4
21.73,22.5,205.85,180,240,471.26,211.34,0.15,95.59,236.46,233.07,4,96.58,43.08,44.85,0.0016,0.36,56.18
12.26,22.5,232.84,180,240,458.67,410.1,0.11,69.38,235.63,235.27,21,54.49,88.07,89.41,0.0016,0.01,57.29
12.66,22.5,234.8,180,240,395.74,195.23,0.07,72.06,234.24,233.09,14,56.27,91.33,49.33,0.001,0.04,50.64
19.82,22.5,210.08,180,240,452.85,95.0,0.19,27.67,238.84,236.83,12,88.09,50.13,20.98,0.0069,0.07,49.45
11.42,22.5,184.23,180,240,168.74,82.25,0.07,14.04,236.92,232.82,29,50.76,7.05,48.74,0.005,0.06,31.46
16.92,22.5,229.83,180,240,158.99,123.26,0.15,87.45,239.36,235.43,24,75.2,83.05,77.53,0.0017,0.07,62.19
16.13,22.5,186.73,180,240,383.89,381.68,0.15,11.5,234.96,231.88,8,71.69,11.22,99.42,0.013,0.16,50.79
14.99,22.5,206.23,180,240,483.08,235.15,0.03,51.72,236.48,236.41,20,66.62,43.72,48.68,0.0006,0.0,45.13
21.23,22.5,204.31,180,240,115.32,81.71,0.06,66.62,235.84,232.67,2,94.36,40.52,70.86,0.0009,0.67,59.95
20.54,22.5,230.16,180,240,431.83,135.53,0.01,98.49,239.6,236.77,23,91.29,83.6,31.39,0.0001,0.05,59.51
20.44,22.5,219.95,180,240,394.14,165.38,0.2,26.48,232.14,230.69,1,90.84,66.58,41.96,0.0076,0.62,57.98
20.4,22.5,184.28,180,240,134.8,116.16,0.06,69.18,231.45,229.46,22,90.67,7.13,86.17,0.0009,0.04,54.92
15.0,22.5,231.28,180,240,159.94,155.62,0.11,93.38,233.37,229.79,23,66.67,85.47,97.3,0.0012,0.07,63.21
20.01,22.5,189.22,180,240,137.93,130.8,0.02,97.51,236.72,234.62,28,88.93,15.37,94.83,0.0002,0.03,57.61
19.39,22.5,213.79,180,240,384.45,207.24,0.02,38.35,233.15,233.1,14,86.18,56.32,53.91,0.0005,0.0,56.52
12.13,22.5,229.51,180,240,318.97,239.92,0.1,72.8,230.34,226.52,4,53.91,82.52,75.22,0.0014,0.41,53.07
15.41,22.5,187.4,180,240,254.19,140.15,0.12,87.06,233.75,230.2,24,68.49,12.33,55.14,0.0014,0.06,40.88
20.13,22.5,184.41,180,240,176.64,133.3,0.19,16.73,230.43,229.64,27,89.47,7.35,75.46,0.0114,0.01,52.35
14.13,22.5,225.81,180,240,384.17,128.58,0.1,53.34,233.05,229.15,25,62.8,76.35,33.47,0.0019,0.07,47.08
19.31,22.5,238.38,180,240,120.19,81.5,0.18,90.8,231.07,229.28,7,85.82,97.3,67.81,0.002,0.11,67.34
14.15,22.5,221.39,180,240,223.61,201.22,0.05,11.33,232.69,231.73,24,62.89,68.98,89.99,0.0044,0.02,56.95
12.52,22.5,239.54,180,240,292.23,215.57,0.18,10.09,239.76,237.96,6,55.64,99.23,73.77,0.0178,0.13,56.84
19.8,22.5,203.19,180,240,401.31,387.39,0.01,58.41,232.18,229.39,15,88.0,38.65,96.53,0.0002,0.08,62.23
18.22,22.5,232.18,180,240,329.06,188.09,0.2,30.59,232.63,232.2,29,80.98,86.97,57.16,0.0065,0.01,61.22
14.39,22.5,202.79,180,240,339.41,230.51,0.13,41.66,233.16,230.1,21,63.96,37.98,67.91,0.0031,0.06,46.76
11.39,22.5,233.11,180,240,155.85,130.33,0.16,66.78,230.97,226.09,13,50.62,88.52,83.63,0.0024,0.16,54.66
16.16,22.5,234.79,180,240,416.51,182.78,0.19,39.67,230.73,225.76,7,71.82,91.32,43.88,0.0048,0.31,55.74
21.47,22.5,214.52,180,240,127.86,107.75,0.04,12.82,231.17,227.29,23,95.42,57.53,84.27,0.0031,0.07,66.52
20.05,22.5,183.45,180,240,291.29,214.78,0.14,15.26,234.19,231.27,10,89.11,5.75,73.73,0.0092,0.12,51.53
22.07,22.5,207.08,180,240,324.29,222.77,0.06,76.32,237.27,236.19,26,98.09,45.13,68.69,0.0008,0.02,62.0
12.08,22.5,180.39,180,240,160.26,113.94,0.16,35.36,236.26,234.2,17,53.69,0.65,71.1,0.0045,0.05,35.82
17.04,22.5,227.85,180,240,433.0,378.82,0.07,81.41,232.12,228.43,5,75.73,79.75,87.49,0.0009,0.32,63.71
22.11,22.5,195.97,180,240,234.39,130.83,0.1,85.92,234.02,229.99,11,98.27,26.62,55.82,0.0012,0.16,55.78
11.48,22.5,227.0,180,240,131.88,87.32,0.12,64.32,236.87,234.9,12,51.02,78.33,66.21,0.0019,0.07,49.31
11.82,22.5,209.86,180,240,232.99,176.49,0.02,13.14,234.27,230.21,19,52.53,49.77,75.75,0.0015,0.09,46.11
17.58,22.5,222.01,180,240,498.73,94.09,0.02,17.02,237.43,236.74,23,78.13,70.02,18.87,0.0012,0.01,49.03
15.56,22.5,188.59,180,240,296.66,150.2,0.17,79.81,231.9,231.13,12,69.16,14.32,50.63,0.0021,0.03,40.65
15.89,22.5,235.92,180,240,220.65,202.03,0.11,89.71,237.02,233.48,26,70.62,93.2,91.56,0.0012,0.06,65.19
11.97,22.5,197.39,180,240,222.55,102.94,0.11,11.05,233.01,228.34,15,53.2,28.98,46.25,0.01,0.13,36.31
14.33,22.5,238.42,180,240,397.2,271.97,0.19,24.6,231.39,228.57,12,63.69,97.37,68.47,0.0077,0.1,58.63
12.23,22.5,181.3,180,240,337.61,302.35,0.12,29.19,230.91,227.41,23,54.36,2.17,89.56,0.0041,0.07,40.08
19.79,22.5,232.45,180,240,139.02,110.97,0.06,43.72,239.33,237.56,27,87.96,87.42,79.82,0.0014,0.03,68.63
18.93,22.5,239.05,180,240,462.23,413.18,0.07,77.57,238.51,235.12,9,84.13,98.42,89.39,0.0009,0.16,71.2
19.02,22.5,215.66,180,240,157.71,92.89,0.14,38.09,232.66,232.35,7,84.53,59.43,58.9,0.0037,0.02,57.48
21.18,22.5,229.19,180,240,286.41,190.21,0.06,25.56,238.23,234.24,9,94.13,81.98,66.41,0.0023,0.19,67.31
11.38,22.5,201.14,180,240,299.57,288.37,0.19,26.28,231.85,231.02,4,50.58,35.23,96.26,0.0072,0.09,46.52
11.32,22.5,187.63,180,240,315.18,138.22,0.03,42.39,232.74,230.18,4,50.31,12.72,43.85,0.0007,0.27,31.41
12.88,22.5,235.99,180,240,295.1,215.27,0.13,55.45,231.42,227.66,19,57.24,93.32,72.95,0.0023,0.09,56.14
22.19,22.5,212.25,180,240,299.4,121.1,0.13,63.14,236.52,236.38,5,98.62,53.75,40.45,0.0021,0.01,58.29
21.45,22.5,180.14,180,240,206.66,181.31,0.01,10.92,236.11,232.16,21,95.33,0.23,87.73,0.0009,0.08,55.72
21.51,22.5,224.62,180,240,258.0,96.96,0.06,96.11,233.1,231.44,28,95.6,74.37,37.58,0.0006,0.03,60.63
17.84,22.5,211.22,180,240,227.77,190.73,0.15,35.26,233.23,231.79,16,79.29,52.03,83.74,0.0043,0.04,58.87
20.47,22.5,227.9,180,240,140.45,128.34,0.03,21.23,239.48,235.38,14,90.98,79.83,91.38,0.0014,0.12,70.62
21.09,22.5,239.36,180,240,344.26,241.96,0.15,30.89,231.67,227.87,9,93.73,98.93,70.28,0.0049,0.18,71.32
22.05,22.5,200.61,180,240,488.19,318.04,0.1,69.2,238.16,236.18,9,98.0,34.35,65.15,0.0014,0.09,59.09
19.22,22.5,237.37,180,240,349.99,130.87,0.06,91.88,230.14,227.39,29,85.42,95.62,37.39,0.0007,0.04,60.77
11.5,22.5,183.24,180,240,313.07,124.52,0.13,59.7,235.86,234.34,4,51.11,5.4,39.77,0.0022,0.16,29.46
18.99,22.5,183.7,180,240,115.7,100.22,0.18,39.09,232.48,228.74,8,84.4,6.17,86.62,0.0046,0.2,52.3
14.13,22.5,188.94,180,240,394.69,207.94,0.02,88.75,235.58,233.92,2,62.8,14.9,52.68,0.0002,0.35,38.6
17.07,22.5,199.4,180,240,455.04,331.34,0.2,25.18,230.88,230.17,9,75.87,32.33,72.82,0.0079,0.03,51.37
20.7,22.5,184.09,180,240,131.32,108.54,0.13,29.03,237.45,234.22,4,92.0,6.82,82.65,0.0045,0.34,54.66
21.03,22.5,186.57,180,240,409.61,271.5,0.17,74.6,232.82,229.94,3,93.47,10.95,66.28,0.0023,0.41,52.79
17.1,22.5,193.03,180,240,397.4,93.67,0.17,85.43,238.33,237.56,3,76.0,21.72,23.57,0.002,0.11,39.45
18.42,22.5,198.42,180,240,272.73,248.27,0.2,32.18,239.48,236.03,21,81.87,30.7,91.03,0.0062,0.07,57.09
22.19,22.5,231.43,180,240,393.31,372.55,0.08,91.08,233.25,229.58,6,98.62,85.72,94.72,0.0009,0.26,75.51
19.79,22.5,223.6,180,240,250.11,103.75,0.05,76.75,231.48,230.36,29,87.96,72.67,41.48,0.0007,0.02,58.01
16.71,22.5,216.45,180,240,164.08,145.46,0.07,28.99,235.58,233.52,4,74.27,60.75,88.65,0.0024,0.22,59.57
21.15,22.5,209.0,180,240,243.71,133.29,0.06,59.01,238.05,236.49,28,94.0,48.33,54.69,0.001,0.02,58.2
20.52,22.5,190.0,180,240,330.56,304.71,0.16,96.63,232.31,230.47,18,91.2,16.67,92.18,0.0017,0.04,58.25
21.04,22.5,202.6,180,240,452.25,351.28,0.03,84.84,236.82,236.65,27,93.51,37.67,77.67,0.0004,0.0,60.47
13.73,22.5,210.44,180,240,127.3,123.68,0.07,89.78,234.98,230.73,10,61.02,50.73,97.16,0.0008,0.18,53.97
21.51,22.5,181.09,180,240,246.62,201.44,0.09,12.24,230.66,227.41,13,95.6,1.82,81.68,0.0074,0.11,54.93
17.46,22.5,210.41,180,240,227.33,117.82,0.01,34.57,234.49,233.49,21,77.6,50.68,51.83,0.0003,0.02,51.54
17.54,22.5,219.91,180,240,474.83,414.52,0.06,61.54,239.54,235.86,18,77.96,66.52,87.3,0.001,0.09,61.94
20.02,22.5,223.55,180,240,480.75,375.81,0.14,33.56,239.25,238.34,11,88.98,72.58,78.17,0.0042,0.03,65.74
14.25,22.5,191.92,180,240,435.43,327.56,0.03,54.5,234.67,233.95,2,63.33,19.87,75.23,0.0006,0.15,44.34
18.74,22.5,201.92,180,240,123.76,116.32,0.04,43.5,236.0,233.58,25,83.29,36.53,93.99,0.0009,0.04,59.42
12.33,22.5,236.42,180,240,358.36,108.09,0.19,23.24,237.66,237.48,22,54.8,94.03,30.16,0.0082,0.0,46.76
12.15,22.5,216.15,180,240,440.25,97.26,0.16,45.5,231.59,230.7,27,54.0,60.25,22.09,0.0035,0.01,38.07
18.24,22.5,223.75,180,240,242.47,161.99,0.12,98.95,235.88,234.75,28,81.07,72.92,66.81,0.0012,0.02,60.37
20.47,22.5,231.44,180,240,420.1,382.08,0.07,55.68,237.8,236.47,25,90.98,85.73,90.95,0.0013,0.02,71.73
15.25,22.5,214.13,180,240,202.99,134.15,0.06,21.06,233.22,228.96,15,67.78,56.88,66.09,0.0028,0.12,51.69
13.73,22.5,198.02,180,240,478.53,184.87,0.14,26.03,230.93,229.23,17,61.02,30.03,38.63,0.0054,0.04,38.14
16.59,22.5,231.8,180,240,169.68,81.72,0.13,14.81,239.8,236.75,4,73.73,86.33,48.16,0.0088,0.32,56.36
19.55,22.5,226.74,180,240,407.84,407.14,0.02,98.4,239.5,235.24,11,86.89,77.9,99.83,0.0002,0.16,70.29
11.45,22.5,217.83,180,240,359.39,243.08,0.04,64.31,230.57,227.52,17,50.89,63.05,67.64,0.0006,0.08,46.49
17.75,22.5,219.37,180,240,213.4,196.28,0.11,47.9,235.34,231.82,11,78.89,65.62,91.98,0.0023,0.14,63.06
19.44,22.5,184.52,180,240,119.62,113.19,0.1,83.31,233.13,231.14,13,86.4,7.53,94.62,0.0012,0.07,54.98
21.04,22.5,180.52,180,240,384.19,169.59,0.05,11.09,238.97,234.41,3,93.51,0.87,44.14,0.0045,0.64,46.34
17.12,22.5,189.15,180,240,403.48,295.24,0.07,20.53,238.31,234.94,29,76.09,15.25,73.17,0.0034,0.05,48.11
17.14,22.5,234.75,180,240,437.93,341.76,0.15,19.49,232.71,232.37,26,76.18,91.25,78.04,0.0077,0.01,64.33
13.26,22.5,217.39,180,240,175.2,99.99,0.14,92.44,231.59,226.78,29,58.93,62.32,57.07,0.0015,0.07,47.44
22.32,22.5,230.84,180,240,110.5,108.91,0.15,17.41,236.71,233.47,17,99.2,84.73,98.56,0.0086,0.08,76.33
15.46,22.5,233.05,180,240,367.06,138.96,0.07,80.91,231.05,227.3,24,68.71,88.42,37.86,0.0009,0.07,52.73
13.06,22.5,226.0,180,240,123.56,116.61,0.19,70.9,232.13,230.32,3,58.04,76.67,94.38,0.0027,0.26,57.4
19.21,22.5,193.05,180,240,384.79,358.66,0.06,31.0,231.04,229.7,23,85.38,21.75,93.21,0.0019,0.03,57.14
11.93,22.5,222.32,180,240,427.88,309.89,0.01,26.21,233.42,232.24,20,53.02,70.53,72.42,0.0004,0.03,49.79
12.55,22.5,223.86,180,240,171.09,170.92,0.17,40.95,234.26,232.96,29,55.78,73.1,99.9,0.0042,0.02,56.91
17.07,22.5,233.76,180,240,238.6,216.53,0.02,98.39,239.12,237.3,25,75.87,89.6,90.75,0.0002,0.03,66.41
20.92,22.5,225.68,180,240,186.5,131.52,0.1,75.24,234.02,233.85,9,92.98,76.13,70.52,0.0013,0.01,66.52
11.78,22.5,226.92,180,240,182.71,109.39,0.1,50.48,235.21,232.48,8,52.36,78.2,59.87,0.002,0.15,48.54
16.42,22.5,220.81,180,240,342.24,338.22,0.06,80.75,232.35,230.17,22,72.98,68.02,98.83,0.0007,0.04,62.56
20.68,22.5,239.36,180,240,288.99,282.63,0.11,51.37,233.31,230.02,24,91.91,98.93,97.8,0.0021,0.06,76.1
19.02,22.5,203.91,180,240,110.46,93.43,0.18,87.1,234.09,233.97,2,84.53,39.85,84.58,0.0021,0.03,58.69
16.21,22.5,186.2,180,240,204.25,86.01,0.12,77.6,231.96,230.11,1,72.04,10.33,42.11,0.0015,0.8,39.22
13.49,22.5,235.5,180,240,195.68,115.95,0.11,90.97,237.81,237.58,16,59.96,92.5,59.25,0.0012,0.01,54.33
17.96,22.5,238.69,180,240,499.0,404.61,0.09,54.5,233.57,228.64,3,79.82,97.82,81.08,0.0017,0.7,67.64
13.69,22.5,218.03,180,240,111.29,90.68,0.15,82.72,232.53,229.83,24,60.84,63.38,81.48,0.0018,0.05,53.3
21.58,22.5,239.79,180,240,478.15,370.42,0.12,63.16,235.39,231.85,22,95.91,99.65,77.47,0.0019,0.07,73.78
20.33,22.5,186.82,180,240,406.73,206.43,0.1,25.01,230.19,226.86,6,90.36,11.37,50.75,0.004,0.24,48.54
19.15,22.5,204.84,180,240,339.35,191.46,0.1,89.81,231.61,231.08,2,85.11,41.4,56.42,0.0011,0.11,53.6
21.25,22.5,180.35,180,240,425.38,201.02,0.15,43.43,236.06,232.82,20,94.44,0.58,47.26,0.0035,0.07,47.34
17.65,22.5,185.82,180,240,338.0,337.65,0.19,10.24,237.95,236.18,10,78.44,9.7,99.9,0.0186,0.07,53.29
14.74,22.5,208.27,180,240,193.66,192.43,0.06,47.46,236.81,232.43,22,65.51,47.12,99.36,0.0013,0.08,55.49
15.33,22.5,239.98,180,240,411.18,402.9,0.14,46.56,233.9,231.45,6,68.13,99.97,97.99,0.003,0.17,66.83
13.44,22.5,227.6,180,240,381.55,318.73,0.16,19.36,232.79,231.48,21,59.73,79.33,83.54,0.0083,0.03,56.46
17.21,22.5,182.7,180,240,111.68,99.42,0.07,76.83,238.96,238.25,20,76.49,4.5,89.02,0.0009,0.01,49.3
14.38,22.5,190.85,180,240,108.76,86.43,0.12,91.38,231.33,226.74,18,63.91,18.08,79.47,0.0013,0.11,45.06
16.98,22.5,186.95,180,240,288.19,117.96,0.12,72.38,234.68,234.18,29,75.47,11.58,40.93,0.0017,0.01,40.69
19.85,22.5,218.26,180,240,483.17,251.26,0.2,76.64,237.76,237.62,27,88.22,63.77,52.0,0.0026,0.0,58.44
